	City	zipcode	paymentfrequency	maturitydate	current_days_past_due	last_repayment_date	amount_at_risk
340	12olki	19473	1271803.806	04/30/2024	-212 days	2022-02-16	57231171.270000055
341	12olki	19473	1271803.806	04/30/2024	-242 days	2022-02-16	57231171.270000055
342	12olki	19473	1271803.806	04/30/2024	-273 days	2022-02-16	57231171.270000055
343	12olki	19473	1271803.806	04/30/2024	-303 days	2022-02-16	57231171.270000055
344	12olki	19473	1271803.806	04/30/2024	-334 days	2022-02-16	57231171.270000055
345	12olki	19473	1271803.806	04/30/2024	-365 days	2022-02-16	57231171.270000055
346	12olki	19473	1271803.806	04/30/2024	-393 days	2022-02-16	57231171.270000055
347	12olki	19473	1271803.806	04/30/2024	-424 days	2022-02-16	57231171.270000055
348	12olki	19473	1271803.806	04/30/2024	-454 days	2022-02-16	57231171.270000055
349	12olki	19473	1271803.806	04/30/2024	-485 days	2022-02-16	57231171.270000055
350	12olki	19473	1271803.806	04/30/2024	276 days	2022-02-16	57231171.270000055
351	12olki	19473	1271803.806	04/30/2024	-515 days	2022-02-16	57231171.270000055
352	12olki	19473	1271803.806	04/30/2024	-546 days	2022-02-16	57231171.270000055
353	12olki	19473	1271803.806	04/30/2024	-577 days	2022-02-16	57231171.270000055
354	12olki	19473	1271803.806	04/30/2024	-607 days	2022-02-16	57231171.270000055
355	12olki	19473	1271803.806	04/30/2024	-638 days	2022-02-16	57231171.270000055
356	12olki	19473	1271803.806	04/30/2024	-668 days	2022-02-16	57231171.270000055
357	12olki	19473	1271803.806	04/30/2024	-699 days	2022-02-16	57231171.270000055
358	12olki	19473	1271803.806	04/30/2024	-730 days	2022-02-16	57231171.270000055
359	12olki	19473	1271803.806	04/30/2024	-759 days	2022-02-16	57231171.270000055
360	12olki	19473	1271803.806	04/30/2024	304 days	2022-03-16	69949209.33000006
361	12olki	19473	1271803.806	04/30/2024	-762 days	2022-03-16	69949209.33000006
362	12olki	19473	1271803.806	04/30/2024	-731 days	2022-03-16	69949209.33000006
363	12olki	19473	1271803.806	04/30/2024	-702 days	2022-03-16	69949209.33000006
364	12olki	19473	1271803.806	04/30/2024	-671 days	2022-03-16	69949209.33000006
365	12olki	19473	1271803.806	04/30/2024	-640 days	2022-03-16	69949209.33000006
366	12olki	19473	1271803.806	04/30/2024	-610 days	2022-03-16	69949209.33000006
367	12olki	19473	1271803.806	04/30/2024	-579 days	2022-03-16	69949209.33000006
368	12olki	19473	1271803.806	04/30/2024	-549 days	2022-03-16	69949209.33000006
369	12olki	19473	1271803.806	04/30/2024	-518 days	2022-03-16	69949209.33000006
370	12olki	19473	1271803.806	04/30/2024	-487 days	2022-03-16	69949209.33000006
371	12olki	19473	1271803.806	04/30/2024	-457 days	2022-03-16	69949209.33000006
372	12olki	19473	1271803.806	04/30/2024	-426 days	2022-03-16	69949209.33000006
373	12olki	19473	1271803.806	04/30/2024	-396 days	2022-03-16	69949209.33000006
374	12olki	19473	1271803.806	04/30/2024	-365 days	2022-03-16	69949209.33000006
375	12olki	19473	1271803.806	04/30/2024	-337 days	2022-03-16	69949209.33000006
376	12olki	19473	1271803.806	04/30/2024	-306 days	2022-03-16	69949209.33000006
377	12olki	19473	1271803.806	04/30/2024	-275 days	2022-03-16	69949209.33000006
378	12olki	19473	1271803.806	04/30/2024	-245 days	2022-03-16	69949209.33000006
379	12olki	19473	1271803.806	04/30/2024	-214 days	2022-03-16	69949209.33000006
380	12olki	19473	1271803.806	04/30/2024	-184 days	2022-03-16	69949209.33000006
381	12olki	19473	1271803.806	04/30/2024	-153 days	2022-03-16	69949209.33000006
382	12olki	19473	1271803.806	04/30/2024	-122 days	2022-03-16	69949209.33000006
383	12olki	19473	1271803.806	04/30/2024	-92 days	2022-03-16	69949209.33000006
384	12olki	19473	1271803.806	04/30/2024	-61 days	2022-03-16	69949209.33000006
385	12olki	19473	1271803.806	04/30/2024	-31 days	2022-03-16	69949209.33000006
386	12olki	19473	1271803.806	04/30/2024	0 days	2022-03-16	69949209.33000006
387	12olki	19473	1271803.806	04/30/2024	28 days	2022-03-16	69949209.33000006
388	12olki	19473	1271803.806	04/30/2024	59 days	2022-03-16	69949209.33000006
389	12olki	19473	1271803.806	04/30/2024	90 days	2022-03-16	69949209.33000006
390	12olki	19473	1271803.806	04/30/2024	120 days	2022-03-16	69949209.33000006
391	12olki	19473	1271803.806	04/30/2024	151 days	2022-03-16	69949209.33000006
392	12olki	19473	1271803.806	04/30/2024	181 days	2022-03-16	69949209.33000006
393	12olki	19473	1271803.806	04/30/2024	212 days	2022-03-16	69949209.33000006
394	12olki	19473	1271803.806	04/30/2024	243 days	2022-03-16	69949209.33000006
395	12olki	19473	1271803.806	04/30/2024	273 days	2022-03-16	69949209.33000006
396	12olki	19473	1271803.806	04/30/2024	-731 days	2022-04-16	83939051.196
397	12olki	19473	1271803.806	04/30/2024	335 days	2022-04-16	83939051.196
398	12olki	19473	1271803.806	04/30/2024	304 days	2022-04-16	83939051.196
399	12olki	19473	1271803.806	04/30/2024	274 days	2022-04-16	83939051.196
400	12olki	19473	1271803.806	04/30/2024	243 days	2022-04-16	83939051.196
401	12olki	19473	1271803.806	04/30/2024	212 days	2022-04-16	83939051.196
402	12olki	19473	1271803.806	04/30/2024	182 days	2022-04-16	83939051.196
403	12olki	19473	1271803.806	04/30/2024	151 days	2022-04-16	83939051.196
404	12olki	19473	1271803.806	04/30/2024	121 days	2022-04-16	83939051.196
405	12olki	19473	1271803.806	04/30/2024	90 days	2022-04-16	83939051.196
406	12olki	19473	1271803.806	04/30/2024	59 days	2022-04-16	83939051.196
407	12olki	19473	1271803.806	04/30/2024	31 days	2022-04-16	83939051.196
408	12olki	19473	1271803.806	04/30/2024	0 days	2022-04-16	83939051.196
409	12olki	19473	1271803.806	04/30/2024	-30 days	2022-04-16	83939051.196
410	12olki	19473	1271803.806	04/30/2024	-61 days	2022-04-16	83939051.196
411	12olki	19473	1271803.806	04/30/2024	-91 days	2022-04-16	83939051.196
412	12olki	19473	1271803.806	04/30/2024	-122 days	2022-04-16	83939051.196
413	12olki	19473	1271803.806	04/30/2024	-153 days	2022-04-16	83939051.196
414	12olki	19473	1271803.806	04/30/2024	-183 days	2022-04-16	83939051.196
415	12olki	19473	1271803.806	04/30/2024	-214 days	2022-04-16	83939051.196
416	12olki	19473	1271803.806	04/30/2024	-244 days	2022-04-16	83939051.196
417	12olki	19473	1271803.806	04/30/2024	-275 days	2022-04-16	83939051.196
418	12olki	19473	1271803.806	04/30/2024	-306 days	2022-04-16	83939051.196
419	12olki	19473	1271803.806	04/30/2024	-334 days	2022-04-16	83939051.196
420	12olki	19473	1271803.806	04/30/2024	-365 days	2022-04-16	83939051.196
421	12olki	19473	1271803.806	04/30/2024	-395 days	2022-04-16	83939051.196
422	12olki	19473	1271803.806	04/30/2024	-426 days	2022-04-16	83939051.196
423	12olki	19473	1271803.806	04/30/2024	-456 days	2022-04-16	83939051.196
424	12olki	19473	1271803.806	04/30/2024	-487 days	2022-04-16	83939051.196
425	12olki	19473	1271803.806	04/30/2024	-518 days	2022-04-16	83939051.196
426	12olki	19473	1271803.806	04/30/2024	-548 days	2022-04-16	83939051.196
427	12olki	19473	1271803.806	04/30/2024	-579 days	2022-04-16	83939051.196
428	12olki	19473	1271803.806	04/30/2024	-609 days	2022-04-16	83939051.196
429	12olki	19473	1271803.806	04/30/2024	-640 days	2022-04-16	83939051.196
430	12olki	19473	1271803.806	04/30/2024	-671 days	2022-04-16	83939051.196
431	12olki	19473	1271803.806	04/30/2024	-700 days	2022-04-16	83939051.196
432	12olki	19473	1271803.806	04/30/2024	365 days	2022-05-16	99200696.86799993
433	12olki	19473	1271803.806	04/30/2024	334 days	2022-05-16	99200696.86799993
434	12olki	19473	1271803.806	04/30/2024	304 days	2022-05-16	99200696.86799993
435	12olki	19473	1271803.806	04/30/2024	273 days	2022-05-16	99200696.86799993
436	12olki	19473	1271803.806	04/30/2024	242 days	2022-05-16	99200696.86799993
437	12olki	19473	1271803.806	04/30/2024	212 days	2022-05-16	99200696.86799993
438	12olki	19473	1271803.806	04/30/2024	181 days	2022-05-16	99200696.86799993
439	12olki	19473	1271803.806	04/30/2024	151 days	2022-05-16	99200696.86799993
440	12olki	19473	1271803.806	04/30/2024	120 days	2022-05-16	99200696.86799993
441	12olki	19473	1271803.806	04/30/2024	89 days	2022-05-16	99200696.86799993
442	12olki	19473	1271803.806	04/30/2024	61 days	2022-05-16	99200696.86799993
443	12olki	19473	1271803.806	04/30/2024	30 days	2022-05-16	99200696.86799993
444	12olki	19473	1271803.806	04/30/2024	0 days	2022-05-16	99200696.86799993
445	12olki	19473	1271803.806	04/30/2024	-31 days	2022-05-16	99200696.86799993
446	12olki	19473	1271803.806	04/30/2024	-61 days	2022-05-16	99200696.86799993
447	12olki	19473	1271803.806	04/30/2024	-92 days	2022-05-16	99200696.86799993
448	12olki	19473	1271803.806	04/30/2024	-123 days	2022-05-16	99200696.86799993
449	12olki	19473	1271803.806	04/30/2024	-153 days	2022-05-16	99200696.86799993
450	12olki	19473	1271803.806	04/30/2024	-184 days	2022-05-16	99200696.86799993
451	12olki	19473	1271803.806	04/30/2024	-214 days	2022-05-16	99200696.86799993
452	12olki	19473	1271803.806	04/30/2024	-245 days	2022-05-16	99200696.86799993
453	12olki	19473	1271803.806	04/30/2024	-276 days	2022-05-16	99200696.86799993
454	12olki	19473	1271803.806	04/30/2024	-304 days	2022-05-16	99200696.86799993
455	12olki	19473	1271803.806	04/30/2024	-335 days	2022-05-16	99200696.86799993
456	12olki	19473	1271803.806	04/30/2024	-365 days	2022-05-16	99200696.86799993
457	12olki	19473	1271803.806	04/30/2024	-396 days	2022-05-16	99200696.86799993
458	12olki	19473	1271803.806	04/30/2024	-426 days	2022-05-16	99200696.86799993
459	12olki	19473	1271803.806	04/30/2024	-457 days	2022-05-16	99200696.86799993
460	12olki	19473	1271803.806	04/30/2024	-488 days	2022-05-16	99200696.86799993
461	12olki	19473	1271803.806	04/30/2024	-518 days	2022-05-16	99200696.86799993
462	12olki	19473	1271803.806	04/30/2024	-549 days	2022-05-16	99200696.86799993
463	12olki	19473	1271803.806	04/30/2024	-579 days	2022-05-16	99200696.86799993
464	12olki	19473	1271803.806	04/30/2024	-610 days	2022-05-16	99200696.86799993
465	12olki	19473	1271803.806	04/30/2024	-641 days	2022-05-16	99200696.86799993
466	12olki	19473	1271803.806	04/30/2024	-670 days	2022-05-16	99200696.86799993
467	12olki	19473	1271803.806	04/30/2024	-701 days	2022-05-16	99200696.86799993
468	12olki	19473	1271803.806	04/30/2024	396 days	2022-06-16	115734146.34599985
469	12olki	19473	1271803.806	04/30/2024	365 days	2022-06-16	115734146.34599985
470	12olki	19473	1271803.806	04/30/2024	335 days	2022-06-16	115734146.34599985
471	12olki	19473	1271803.806	04/30/2024	304 days	2022-06-16	115734146.34599985
472	12olki	19473	1271803.806	04/30/2024	273 days	2022-06-16	115734146.34599985
473	12olki	19473	1271803.806	04/30/2024	243 days	2022-06-16	115734146.34599985
474	12olki	19473	1271803.806	04/30/2024	212 days	2022-06-16	115734146.34599985
475	12olki	19473	1271803.806	04/30/2024	182 days	2022-06-16	115734146.34599985
476	12olki	19473	1271803.806	04/30/2024	151 days	2022-06-16	115734146.34599985
477	12olki	19473	1271803.806	04/30/2024	120 days	2022-06-16	115734146.34599985
478	12olki	19473	1271803.806	04/30/2024	92 days	2022-06-16	115734146.34599985
479	12olki	19473	1271803.806	04/30/2024	61 days	2022-06-16	115734146.34599985
480	12olki	19473	1271803.806	04/30/2024	31 days	2022-06-16	115734146.34599985
481	12olki	19473	1271803.806	04/30/2024	0 days	2022-06-16	115734146.34599985
482	12olki	19473	1271803.806	04/30/2024	-30 days	2022-06-16	115734146.34599985
483	12olki	19473	1271803.806	04/30/2024	-61 days	2022-06-16	115734146.34599985
484	12olki	19473	1271803.806	04/30/2024	-92 days	2022-06-16	115734146.34599985
485	12olki	19473	1271803.806	04/30/2024	-122 days	2022-06-16	115734146.34599985
486	12olki	19473	1271803.806	04/30/2024	-153 days	2022-06-16	115734146.34599985
487	12olki	19473	1271803.806	04/30/2024	-183 days	2022-06-16	115734146.34599985
488	12olki	19473	1271803.806	04/30/2024	-214 days	2022-06-16	115734146.34599985
489	12olki	19473	1271803.806	04/30/2024	-245 days	2022-06-16	115734146.34599985
490	12olki	19473	1271803.806	04/30/2024	-273 days	2022-06-16	115734146.34599985
491	12olki	19473	1271803.806	04/30/2024	-304 days	2022-06-16	115734146.34599985
492	12olki	19473	1271803.806	04/30/2024	-334 days	2022-06-16	115734146.34599985
493	12olki	19473	1271803.806	04/30/2024	-365 days	2022-06-16	115734146.34599985
494	12olki	19473	1271803.806	04/30/2024	-395 days	2022-06-16	115734146.34599985
495	12olki	19473	1271803.806	04/30/2024	-426 days	2022-06-16	115734146.34599985
496	12olki	19473	1271803.806	04/30/2024	-457 days	2022-06-16	115734146.34599985
497	12olki	19473	1271803.806	04/30/2024	-487 days	2022-06-16	115734146.34599985
498	12olki	19473	1271803.806	04/30/2024	-518 days	2022-06-16	115734146.34599985
499	12olki	19473	1271803.806	04/30/2024	-548 days	2022-06-16	115734146.34599985
500	12olki	19473	1271803.806	04/30/2024	-579 days	2022-06-16	115734146.34599985
501	12olki	19473	1271803.806	04/30/2024	-610 days	2022-06-16	115734146.34599985
502	12olki	19473	1271803.806	04/30/2024	-639 days	2022-06-16	115734146.34599985
503	12olki	19473	1271803.806	04/30/2024	-670 days	2022-06-16	115734146.34599985
504	12olki	19473	1271803.806	04/30/2024	426 days	2022-07-16	133539399.62999977
505	12olki	19473	1271803.806	04/30/2024	395 days	2022-07-16	133539399.62999977
506	12olki	19473	1271803.806	04/30/2024	365 days	2022-07-16	133539399.62999977
507	12olki	19473	1271803.806	04/30/2024	334 days	2022-07-16	133539399.62999977
508	12olki	19473	1271803.806	04/30/2024	303 days	2022-07-16	133539399.62999977
509	12olki	19473	1271803.806	04/30/2024	273 days	2022-07-16	133539399.62999977
510	12olki	19473	1271803.806	04/30/2024	242 days	2022-07-16	133539399.62999977
511	12olki	19473	1271803.806	04/30/2024	212 days	2022-07-16	133539399.62999977
512	12olki	19473	1271803.806	04/30/2024	181 days	2022-07-16	133539399.62999977
513	12olki	19473	1271803.806	04/30/2024	150 days	2022-07-16	133539399.62999977
514	12olki	19473	1271803.806	04/30/2024	122 days	2022-07-16	133539399.62999977
515	12olki	19473	1271803.806	04/30/2024	91 days	2022-07-16	133539399.62999977
516	12olki	19473	1271803.806	04/30/2024	61 days	2022-07-16	133539399.62999977
517	12olki	19473	1271803.806	04/30/2024	30 days	2022-07-16	133539399.62999977
518	12olki	19473	1271803.806	04/30/2024	0 days	2022-07-16	133539399.62999977
519	12olki	19473	1271803.806	04/30/2024	-31 days	2022-07-16	133539399.62999977
520	12olki	19473	1271803.806	04/30/2024	-62 days	2022-07-16	133539399.62999977
521	12olki	19473	1271803.806	04/30/2024	-92 days	2022-07-16	133539399.62999977
522	12olki	19473	1271803.806	04/30/2024	-123 days	2022-07-16	133539399.62999977
523	12olki	19473	1271803.806	04/30/2024	-153 days	2022-07-16	133539399.62999977
524	12olki	19473	1271803.806	04/30/2024	-184 days	2022-07-16	133539399.62999977
525	12olki	19473	1271803.806	04/30/2024	-215 days	2022-07-16	133539399.62999977
526	12olki	19473	1271803.806	04/30/2024	-243 days	2022-07-16	133539399.62999977
527	12olki	19473	1271803.806	04/30/2024	-274 days	2022-07-16	133539399.62999977
528	12olki	19473	1271803.806	04/30/2024	-304 days	2022-07-16	133539399.62999977
529	12olki	19473	1271803.806	04/30/2024	-335 days	2022-07-16	133539399.62999977
530	12olki	19473	1271803.806	04/30/2024	-365 days	2022-07-16	133539399.62999977
531	12olki	19473	1271803.806	04/30/2024	-396 days	2022-07-16	133539399.62999977
532	12olki	19473	1271803.806	04/30/2024	-427 days	2022-07-16	133539399.62999977
533	12olki	19473	1271803.806	04/30/2024	-457 days	2022-07-16	133539399.62999977
534	12olki	19473	1271803.806	04/30/2024	-488 days	2022-07-16	133539399.62999977
535	12olki	19473	1271803.806	04/30/2024	-518 days	2022-07-16	133539399.62999977
536	12olki	19473	1271803.806	04/30/2024	-549 days	2022-07-16	133539399.62999977
537	12olki	19473	1271803.806	04/30/2024	-580 days	2022-07-16	133539399.62999977
538	12olki	19473	1271803.806	04/30/2024	-609 days	2022-07-16	133539399.62999977
539	12olki	19473	1271803.806	04/30/2024	-640 days	2022-07-16	133539399.62999977
540	12olki	19473	1271803.806	04/30/2024	457 days	2022-08-16	152616456.7199997
541	12olki	19473	1271803.806	04/30/2024	-609 days	2022-08-16	152616456.7199997
542	12olki	19473	1271803.806	04/30/2024	-578 days	2022-08-16	152616456.7199997
543	12olki	19473	1271803.806	04/30/2024	-549 days	2022-08-16	152616456.7199997
544	12olki	19473	1271803.806	04/30/2024	-518 days	2022-08-16	152616456.7199997
545	12olki	19473	1271803.806	04/30/2024	-487 days	2022-08-16	152616456.7199997
546	12olki	19473	1271803.806	04/30/2024	-457 days	2022-08-16	152616456.7199997
547	12olki	19473	1271803.806	04/30/2024	-426 days	2022-08-16	152616456.7199997
548	12olki	19473	1271803.806	04/30/2024	-396 days	2022-08-16	152616456.7199997
549	12olki	19473	1271803.806	04/30/2024	-365 days	2022-08-16	152616456.7199997
550	12olki	19473	1271803.806	04/30/2024	-334 days	2022-08-16	152616456.7199997
551	12olki	19473	1271803.806	04/30/2024	-304 days	2022-08-16	152616456.7199997
552	12olki	19473	1271803.806	04/30/2024	-273 days	2022-08-16	152616456.7199997
553	12olki	19473	1271803.806	04/30/2024	-243 days	2022-08-16	152616456.7199997
554	12olki	19473	1271803.806	04/30/2024	-212 days	2022-08-16	152616456.7199997
555	12olki	19473	1271803.806	04/30/2024	-184 days	2022-08-16	152616456.7199997
556	12olki	19473	1271803.806	04/30/2024	-153 days	2022-08-16	152616456.7199997
557	12olki	19473	1271803.806	04/30/2024	-122 days	2022-08-16	152616456.7199997
558	12olki	19473	1271803.806	04/30/2024	-92 days	2022-08-16	152616456.7199997
559	12olki	19473	1271803.806	04/30/2024	-61 days	2022-08-16	152616456.7199997
560	12olki	19473	1271803.806	04/30/2024	-31 days	2022-08-16	152616456.7199997
561	12olki	19473	1271803.806	04/30/2024	0 days	2022-08-16	152616456.7199997
562	12olki	19473	1271803.806	04/30/2024	31 days	2022-08-16	152616456.7199997
563	12olki	19473	1271803.806	04/30/2024	61 days	2022-08-16	152616456.7199997
564	12olki	19473	1271803.806	04/30/2024	92 days	2022-08-16	152616456.7199997
565	12olki	19473	1271803.806	04/30/2024	122 days	2022-08-16	152616456.7199997
566	12olki	19473	1271803.806	04/30/2024	153 days	2022-08-16	152616456.7199997
567	12olki	19473	1271803.806	04/30/2024	181 days	2022-08-16	152616456.7199997
568	12olki	19473	1271803.806	04/30/2024	212 days	2022-08-16	152616456.7199997
569	12olki	19473	1271803.806	04/30/2024	243 days	2022-08-16	152616456.7199997
570	12olki	19473	1271803.806	04/30/2024	273 days	2022-08-16	152616456.7199997
571	12olki	19473	1271803.806	04/30/2024	304 days	2022-08-16	152616456.7199997
572	12olki	19473	1271803.806	04/30/2024	334 days	2022-08-16	152616456.7199997
573	12olki	19473	1271803.806	04/30/2024	365 days	2022-08-16	152616456.7199997
574	12olki	19473	1271803.806	04/30/2024	396 days	2022-08-16	152616456.7199997
575	12olki	19473	1271803.806	04/30/2024	426 days	2022-08-16	152616456.7199997
576	12olki	19473	1271803.806	04/30/2024	488 days	2022-09-16	172965317.6159996
577	12olki	19473	1271803.806	04/30/2024	-578 days	2022-09-16	172965317.6159996
578	12olki	19473	1271803.806	04/30/2024	-547 days	2022-09-16	172965317.6159996
579	12olki	19473	1271803.806	04/30/2024	-518 days	2022-09-16	172965317.6159996
580	12olki	19473	1271803.806	04/30/2024	-487 days	2022-09-16	172965317.6159996
581	12olki	19473	1271803.806	04/30/2024	-456 days	2022-09-16	172965317.6159996
582	12olki	19473	1271803.806	04/30/2024	-426 days	2022-09-16	172965317.6159996
583	12olki	19473	1271803.806	04/30/2024	-395 days	2022-09-16	172965317.6159996
584	12olki	19473	1271803.806	04/30/2024	-365 days	2022-09-16	172965317.6159996
585	12olki	19473	1271803.806	04/30/2024	-334 days	2022-09-16	172965317.6159996
586	12olki	19473	1271803.806	04/30/2024	-303 days	2022-09-16	172965317.6159996
587	12olki	19473	1271803.806	04/30/2024	-273 days	2022-09-16	172965317.6159996
588	12olki	19473	1271803.806	04/30/2024	-242 days	2022-09-16	172965317.6159996
589	12olki	19473	1271803.806	04/30/2024	-212 days	2022-09-16	172965317.6159996
590	12olki	19473	1271803.806	04/30/2024	-181 days	2022-09-16	172965317.6159996
591	12olki	19473	1271803.806	04/30/2024	-153 days	2022-09-16	172965317.6159996
592	12olki	19473	1271803.806	04/30/2024	-122 days	2022-09-16	172965317.6159996
593	12olki	19473	1271803.806	04/30/2024	-91 days	2022-09-16	172965317.6159996
594	12olki	19473	1271803.806	04/30/2024	-61 days	2022-09-16	172965317.6159996
595	12olki	19473	1271803.806	04/30/2024	-30 days	2022-09-16	172965317.6159996
596	12olki	19473	1271803.806	04/30/2024	0 days	2022-09-16	172965317.6159996
597	12olki	19473	1271803.806	04/30/2024	31 days	2022-09-16	172965317.6159996
598	12olki	19473	1271803.806	04/30/2024	62 days	2022-09-16	172965317.6159996
599	12olki	19473	1271803.806	04/30/2024	92 days	2022-09-16	172965317.6159996
600	12olki	19473	1271803.806	04/30/2024	123 days	2022-09-16	172965317.6159996
601	12olki	19473	1271803.806	04/30/2024	153 days	2022-09-16	172965317.6159996
602	12olki	19473	1271803.806	04/30/2024	184 days	2022-09-16	172965317.6159996
603	12olki	19473	1271803.806	04/30/2024	212 days	2022-09-16	172965317.6159996
604	12olki	19473	1271803.806	04/30/2024	243 days	2022-09-16	172965317.6159996
605	12olki	19473	1271803.806	04/30/2024	274 days	2022-09-16	172965317.6159996
606	12olki	19473	1271803.806	04/30/2024	304 days	2022-09-16	172965317.6159996
607	12olki	19473	1271803.806	04/30/2024	335 days	2022-09-16	172965317.6159996
608	12olki	19473	1271803.806	04/30/2024	365 days	2022-09-16	172965317.6159996
609	12olki	19473	1271803.806	04/30/2024	396 days	2022-09-16	172965317.6159996
610	12olki	19473	1271803.806	04/30/2024	427 days	2022-09-16	172965317.6159996
611	12olki	19473	1271803.806	04/30/2024	457 days	2022-09-16	172965317.6159996
612	12olki	19473	1271803.806	04/30/2024	518 days	2022-10-16	194585982.3179995
613	12olki	19473	1271803.806	04/30/2024	487 days	2022-10-16	194585982.3179995
614	12olki	19473	1271803.806	04/30/2024	457 days	2022-10-16	194585982.3179995
615	12olki	19473	1271803.806	04/30/2024	426 days	2022-10-16	194585982.3179995
616	12olki	19473	1271803.806	04/30/2024	395 days	2022-10-16	194585982.3179995
617	12olki	19473	1271803.806	04/30/2024	365 days	2022-10-16	194585982.3179995
618	12olki	19473	1271803.806	04/30/2024	334 days	2022-10-16	194585982.3179995
619	12olki	19473	1271803.806	04/30/2024	304 days	2022-10-16	194585982.3179995
620	12olki	19473	1271803.806	04/30/2024	273 days	2022-10-16	194585982.3179995
621	12olki	19473	1271803.806	04/30/2024	242 days	2022-10-16	194585982.3179995
622	12olki	19473	1271803.806	04/30/2024	214 days	2022-10-16	194585982.3179995
623	12olki	19473	1271803.806	04/30/2024	183 days	2022-10-16	194585982.3179995
624	12olki	19473	1271803.806	04/30/2024	153 days	2022-10-16	194585982.3179995
625	12olki	19473	1271803.806	04/30/2024	122 days	2022-10-16	194585982.3179995
626	12olki	19473	1271803.806	04/30/2024	92 days	2022-10-16	194585982.3179995
627	12olki	19473	1271803.806	04/30/2024	61 days	2022-10-16	194585982.3179995
628	12olki	19473	1271803.806	04/30/2024	30 days	2022-10-16	194585982.3179995
629	12olki	19473	1271803.806	04/30/2024	0 days	2022-10-16	194585982.3179995
630	12olki	19473	1271803.806	04/30/2024	-31 days	2022-10-16	194585982.3179995
631	12olki	19473	1271803.806	04/30/2024	-61 days	2022-10-16	194585982.3179995
632	12olki	19473	1271803.806	04/30/2024	-92 days	2022-10-16	194585982.3179995
633	12olki	19473	1271803.806	04/30/2024	-123 days	2022-10-16	194585982.3179995
634	12olki	19473	1271803.806	04/30/2024	-151 days	2022-10-16	194585982.3179995
635	12olki	19473	1271803.806	04/30/2024	-182 days	2022-10-16	194585982.3179995
636	12olki	19473	1271803.806	04/30/2024	-212 days	2022-10-16	194585982.3179995
637	12olki	19473	1271803.806	04/30/2024	-243 days	2022-10-16	194585982.3179995
638	12olki	19473	1271803.806	04/30/2024	-273 days	2022-10-16	194585982.3179995
639	12olki	19473	1271803.806	04/30/2024	-304 days	2022-10-16	194585982.3179995
640	12olki	19473	1271803.806	04/30/2024	-335 days	2022-10-16	194585982.3179995
641	12olki	19473	1271803.806	04/30/2024	-365 days	2022-10-16	194585982.3179995
642	12olki	19473	1271803.806	04/30/2024	-396 days	2022-10-16	194585982.3179995
643	12olki	19473	1271803.806	04/30/2024	-426 days	2022-10-16	194585982.3179995
644	12olki	19473	1271803.806	04/30/2024	-457 days	2022-10-16	194585982.3179995
645	12olki	19473	1271803.806	04/30/2024	-488 days	2022-10-16	194585982.3179995
646	12olki	19473	1271803.806	04/30/2024	-517 days	2022-10-16	194585982.3179995
647	12olki	19473	1271803.806	04/30/2024	-548 days	2022-10-16	194585982.3179995
648	12olki	19473	1271803.806	04/30/2024	549 days	2022-11-16	217478450.8259994
649	12olki	19473	1271803.806	04/30/2024	518 days	2022-11-16	217478450.8259994
650	12olki	19473	1271803.806	04/30/2024	488 days	2022-11-16	217478450.8259994
651	12olki	19473	1271803.806	04/30/2024	457 days	2022-11-16	217478450.8259994
652	12olki	19473	1271803.806	04/30/2024	426 days	2022-11-16	217478450.8259994
653	12olki	19473	1271803.806	04/30/2024	396 days	2022-11-16	217478450.8259994
654	12olki	19473	1271803.806	04/30/2024	365 days	2022-11-16	217478450.8259994
655	12olki	19473	1271803.806	04/30/2024	335 days	2022-11-16	217478450.8259994
656	12olki	19473	1271803.806	04/30/2024	304 days	2022-11-16	217478450.8259994
657	12olki	19473	1271803.806	04/30/2024	273 days	2022-11-16	217478450.8259994
658	12olki	19473	1271803.806	04/30/2024	245 days	2022-11-16	217478450.8259994
659	12olki	19473	1271803.806	04/30/2024	214 days	2022-11-16	217478450.8259994
660	12olki	19473	1271803.806	04/30/2024	184 days	2022-11-16	217478450.8259994
661	12olki	19473	1271803.806	04/30/2024	153 days	2022-11-16	217478450.8259994
662	12olki	19473	1271803.806	04/30/2024	123 days	2022-11-16	217478450.8259994
663	12olki	19473	1271803.806	04/30/2024	92 days	2022-11-16	217478450.8259994
664	12olki	19473	1271803.806	04/30/2024	61 days	2022-11-16	217478450.8259994
665	12olki	19473	1271803.806	04/30/2024	31 days	2022-11-16	217478450.8259994
666	12olki	19473	1271803.806	04/30/2024	0 days	2022-11-16	217478450.8259994
667	12olki	19473	1271803.806	04/30/2024	-30 days	2022-11-16	217478450.8259994
668	12olki	19473	1271803.806	04/30/2024	-61 days	2022-11-16	217478450.8259994
669	12olki	19473	1271803.806	04/30/2024	-92 days	2022-11-16	217478450.8259994
670	12olki	19473	1271803.806	04/30/2024	-120 days	2022-11-16	217478450.8259994
671	12olki	19473	1271803.806	04/30/2024	-151 days	2022-11-16	217478450.8259994
672	12olki	19473	1271803.806	04/30/2024	-181 days	2022-11-16	217478450.8259994
673	12olki	19473	1271803.806	04/30/2024	-212 days	2022-11-16	217478450.8259994
674	12olki	19473	1271803.806	04/30/2024	-242 days	2022-11-16	217478450.8259994
675	12olki	19473	1271803.806	04/30/2024	-273 days	2022-11-16	217478450.8259994
676	12olki	19473	1271803.806	04/30/2024	-304 days	2022-11-16	217478450.8259994
